,municipio,escrutinio,input_text,target_text
5301,"Torre de Claramunt, La",25.16,JUNTS | 45.57 | 6 | <null> && PSOE | 25.46 | 3 | <null> && ERC-AM | 16.8 | 2 | <null> && ACIRE | 6.7 | 0 | <null> && V.V. | 3.97 | 0 | <null>,"Con un 25.16% de los votos escrutados, Junts per la Torre triunfaría en las elecciones municipales de La Torre de Claramunt con seis concejales. La candidatura soberanista acapararía un 45,57% de los votos, mientras que en segundo lugar aparecería el PSC-CP, que habría conseguido tres ediles (25,46%); seguido de ERC-AM, con un 16,8% de las papeletas y dos asientos. Peor suerte correrían ACIRE, que con un 6,7% no se sentaría en el Salón de Plenos; y Veïns Amb Veu, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 3,97%."
6384,Dodro,16.24,PP | 40.3 | 5 | 1 menos && PSOE | 25.09 | 3 | 2 más && UVD | 19.09 | 2 | 1 menos && BNG | 14.81 | 1 | 0,"El PP sería la fuerza política preferida en Dodro, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 16.24% de escrutinio, lo cual se traduciría en un representante menos que durante los anteriores comicios en esta localidad. La formación popular habría obtenido un 40,3% de los votos, mientras que en la segunda plaza aparecería el PsdeG-PSOE, que con tres representantes, obtendría dos más que en las pasadas votaciones en esta localidad; seguido de Unidade Veciñal de Dodro, que obtendría dos concejales (19,09%); y BNG, que conseguiría uno, con un 14,81%. "
5971,Alconchel,65.49,PSOE | 73.49 | 7 | 1 más && PP | 22.97 | 2 | 1 más,"Con un 65.49% de los votos escrutados, el PSOE triunfaría en las elecciones municipales de Alconchel con siete concejales, lo cual se traduciría en un asiento más que durante los anteriores comicios en esta localidad. Atendiendo a los datos que se tienen en este momento, la primera plaza ocupada por la formación socialista respondería al 73,49% de los votos. El segundo puesto iría a parar al PP, que con dos concejales, obtendría uno más que en las pasadas votaciones en esta localidad. "
1647,Santa Eulària des Riu,30.24,PP | 51.57 | 13 | 1 más && PSOE | 23.36 | 6 | 1 más && PODEMOS.IU | 10.88 | 2 | <null> && Cs | 4.87 | 0 | <null> && VOX ACTUA-BALEARES | 3.32 | 0 | <null> && ERC-AM | 2.85 | 0 | 0 && MC EPIC | 1.53 | 0 | 0 && PxE | 0.82 | 0 | <null>,"Con un 30.24% de los votos escrutados, el PP ganaría las elecciones municipales de Santa Eulària des Riu con 13 concejales, lo que supondría un asiento más que durante los anteriores comicios en esta localidad. El 50,86% de los votos le habría servido a la formación popular para superar al PSIB-PSOE y a Podemos-EUIB, que obtendrían seis (22,93%) y dos ediles (10,56%), respectivamente. "
518,Huelma,14.64,ADELANTE | 46.16 | 6 | <null> && PSOE | 39.14 | 5 | 1 más && PP | 13.64 | 2 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 14.64%, Adelante ganaría en Huelma con seis concejales. De acuerdo a los datos que se manejan hasta el momento, Adelante Purullena - Bejarín:izquierda Unida - Podemos se haría con un 46,16% de los votos en juego, seguido del PSOE-A, con cinco ediles (39,14% de los votos); y del PP, con dos asientos (13,64%). "
59,Mojácar,96.18,PP | 57.1 | 8 | 1 más && PSOE | 38.64 | 5 | 3 más && I.U. | 3.27 | 0 | <null>,"El PP sería la fuerza política preferida en Mojácar, al hacerse con ocho concejales cuando el recuento de las elecciones municipales llega al 96.18% de escrutinio, lo cual significaría un representante más que durante los pasados comicios en esta localidad. Atendiendo a los datos que se tienen en este momento, la primera plaza ocupada por el partido de Génova se correspondería con el 57,1% de los votos. El segundo puesto quedaría en manos del PSOE-A, que con cinco representantes, conseguiría tres más que en las pasadas votaciones en esta localidad. El 3,27% alcanzado por Mojacar Para la Gente sería insuficiente para entrar en el concejo municipal."
6049,Monesterio,56.95,PSOE | 72.46 | 9 | 1 más && SIEx | 15.93 | 2 | 0 && PODEMOS.IU | 5.72 | 0 | <null> && PP | 4.62 | 0 | 1 menos,"El PSOE sería la fuerza política preferida en Monesterio, al hacerse con nueve concejales cuando el recuento de las elecciones municipales llega al 56.95% de escrutinio, lo cual supondría uno más que los registrados en la región durante los anteriores comicios. La formación socialista se habría hecho con el 72,46% de las papeletas, porcentaje que le valdría para estar por delante de Socialistas Independientes de Extremadura, que con dos ediles obtendría el mismo número que en las pasadas votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. Tal resultado dejaría sin representación a IU-Podemos, opción elegida por el 5,72%; y al PP, con un 4,62%."
1721,"Paso, El",5.79,CCa-PNC | 64.83 | 9 | <null> && PSOE | 19.84 | 3 | <null> && PP | 12.97 | 1 | <null> && Cs | 1.66 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 5.79%, CCa-PNC triunfaría en El Paso con nueve concejales. La coalición de las islas acapararía un 64,83% de los votos, mientras que en segundo lugar aparecería el PSOE, que habría conseguido tres ediles (19,84%); seguido del PP, con un 12,97% de los votos y un asiento. Fuera estaría Cs, como ya ocurrió en los comicios anteriores, al recabar un 1,66% de apoyos."
6275,Piornal,86.07,PSOE | 79.51 | 8 | 2 más && PODEMOS.IU | 12.41 | 1 | <null> && PP | 7.71 | 0 | 3 menos,"El PSOE sería la fuerza política preferida en Piornal, al hacerse con ocho concejales cuando el recuento de las elecciones municipales supera el 86.07% de escrutinio, lo cual significaría dos asientos más que en los comicios anteriores. Atendiendo a los datos que se tienen en este momento, la primera plaza ocupada por la formación socialista respondería al 79,51% de los votos. El segundo puesto iría a parar a Podemos IU, con un edil. El 7,71% alcanzado por el PP sería insuficiente para entrar en el concejo municipal."
5166,Olost,60.57,ERC-AM | 87.13 | 9 | 0,"Con un 60.57% de los votos escrutados, Olost i Santa Creu - Acord Municipal se impondría en las elecciones municipales de Olost con nueve concejales, lo que significaría el mismo número de asientos que durante los pasados comicios en esta localidad. "
5669,Mollerussa,65.02,JUNTS | 49.6 | 9 | <null> && ERC-AM | 24.9 | 5 | 2 más && PSOE | 13.13 | 2 | 0 && PP | 5.44 | 1 | 0 && Cs | 2.69 | 0 | <null> && BARCELONA EN COMÚ-ECG | 2.27 | 0 | <null>,"Junts per Catalunya sería la fuerza política más votada en Mollerussa, al hacerse con nueve concejales cuando el recuento de las elecciones municipales alcanza el 65.02% de escrutinio. Gracias al 49,6% de los votos, la formación nacionalista se habría impuesto a ERC-AM, que con cinco ediles ostentaría la segunda plaza por delante del PSC-CP, que se mantendría con dos ediles; y el PP, que obtendría un miembro del Ayuntamiento. "
5068,Castellar del Vallès,73.99,PSOE | 48.76 | 12 | 1 más && ERC-AM | 22.32 | 5 | 1 más && JUNTS | 10.53 | 2 | <null> && Capgirem BCN - AMUNT | 6.06 | 1 | <null> && Cs | 5.89 | 1 | <null> && BARCELONA EN COMÚ-ECG | 3.53 | 0 | <null> && PP | 2.13 | 0 | 0,"Con un 73.99% de los votos escrutados, Som de Castellar - Partit dels Socialistes de Catalunya - Candidatura de Progrés triunfaría en las elecciones municipales de Castellar del Vallès con 12 concejales, lo cual supondría un asiento más que durante los pasados comicios en esta localidad. De acuerdo a los datos ofrecidos por el Ministerio del Interior, la organización de Ferraz habría conseguido la primera plaza gracias al 48,76% de los votos. En segunda posición estaría ERC-AM (22,32%), con cinco concejales; seguido de Junts per Castellar (10,53%), con dos; mientras que CUP-Amunt y Cs ocuparían asientos en el Ayuntamiento con uno y un representante, respectivamente. Tal resultado dejaría sin representación a ECPG-ECG, opción elegida por el 3,53%; y al PP, con un 2,13%."
489,Baños de la Encina,43.84,PSOE | 61.2 | 7 | 1 menos && PP | 23.85 | 3 | 2 más && I.U. | 13.64 | 1 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 43.84%, el PSOE-A vencería en Baños de la Encina con siete concejales, lo que significaría un asiento menos que durante los anteriores comicios en este municipio. La formación socialista acapararía un 61,2% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido tres ediles (23,85%); seguido de Izquierda Unida, con un 13,64% de los votos y un asiento. "
5766,Vilanova de la Barca,30.84,JUNTS | 60.57 | 6 | <null> && ERC-AM | 36.06 | 3 | 1 más,"Con un 30.84% de los votos escrutados, Junts per Vilanova de la Barca se impondría en las elecciones municipales de Vilanova de la Barca con seis concejales. Atendiendo a los datos que se tienen en este momento, la primera posición ocupada por la candidatura soberanista respondería al 60,57% de los votos. El segundo puesto quedaría en manos de Tots Som Vilanova - Acord Municipal, que con tres ediles, lograría uno más que en las pasadas votaciones en esta localidad. "
3634,Carrión de los Condes,92.35,PP | 43.5 | 5 | 0 && Cs | 38.66 | 5 | <null> && PSOE | 8.74 | 1 | 1 menos && VOX | 6.82 | 0 | <null> && AEIC.1 | 1.07 | 0 | <null>,"El PP y Cs empatarían a cinco concejales en Carrión de los Condes cuando el recuento de votos emitidos en las elecciones municipales alcanza el 92.35%. En términos porcentuales, el partido de Génova sería la fuerza política preferida, con un 43,5%, lo que significaría el mismo número de representantes que durante los pasados comicios en esta localidad. El mismo número de ediles lograría el partido naranja pese a hacerse con un porcentaje menor, del 38,66%, mientras que el PSOE se haría con un concejal y un 8,74% de los votos. Tal resultado dejaría sin representación a Vox, opción elegida por el 6,82%; y a AEIC, con un 1,07%."
7185,Zizurkil,52.12,EH Bildu | 54.49 | 6 | <null> && EAJ-PNV | 25.96 | 3 | 1 menos && PSOE | 17.64 | 2 | 1 más,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 52.12%, EH Bildu ganaría en Zizurkil con seis concejales, lo cual supondría una cantidad similar que en los pasados comicios. El 54,49% de los votos le habría servido a la coalición de izquierda “abertzale” para superar a EAJ-PNV y al PSOE, que obtendrían tres (25,96%) y dos ediles (17,64%), respectivamente. "
7045,Ribaforada,69.25,PSOE | 43.29 | 5 | 0 && NA+ | 25.77 | 3 | <null> && GEROA BAI | 15.34 | 2 | <null> && PODEMOS.IU | 14.23 | 1 | <null>,"Con un 69.25% de los votos escrutados, el PSOE ganaría las elecciones municipales de Ribaforada con cinco concejales, lo cual supondría el mismo número de asientos que durante la pasada edición de los comicios en esta localidad. La organización de Ferraz habría logrado un 43,29% de los votos, mientras que en segundo lugar se situaría Navarra Suma, que con tres ediles, obtendría uno más que en las pasadas votaciones en esta localidad; seguido de Geroa Bai, que se quedaría con dos concejales (15,34%); y Unidas Podemos, que conseguiría uno, con un 14,23%. "
3479,Matallana de Torío,29.69,PSOE | 49.01 | 5 | 2 más && I.U. | 25.15 | 2 | <null> && PP | 12.22 | 1 | 1 menos && Cs | 8.5 | 1 | <null> && U.P.L. | 3.96 | 0 | <null>,"Con un 29.69% de los votos escrutados, el PSOE se impondría en las elecciones municipales de Matallana de Torío con cinco concejales, lo que significaría dos representantes más que en los comicios anteriores. La organización de Ferraz habría obtenido un 49,01% de los votos, mientras que en segundo lugar aparecería IU, que se haría con dos representantes, uno menos que en la pasada ocasión en este municipio; seguido del PP, que se quedaría con un concejal (12,22%); y Cs, que conseguiría uno, con un 8,5%. A las puertas del Salón de Plenos se quedaría Unión del Pueblo Leones, como ya ocurrió en los comicios anteriores, con un 3,96%."
607,Campillos,73.92,ADELANTE | 51.08 | 7 | <null> && PSOE | 32.27 | 4 | 2 menos && PP | 15.93 | 2 | 1 más,"Con un 73.92% de los votos escrutados, Adelante vencería en las elecciones municipales de Campillos con siete concejales. El 51,08% de los votos le habría servido a Adelante Purullena - Bejarín:izquierda Unida - Podemos para superar al PSOE-A y al PP, que obtendrían cuatro (32,27%) y dos ediles (15,93%), respectivamente. "
6808,Torrejón de Velasco,81.37,PP | 36.22 | 4 | 2 menos && VOX | 19.57 | 2 | <null> && PSOE | 19.04 | 2 | 0 && VTV | 15.65 | 2 | <null> && Cs | 8.26 | 1 | <null>,"Con un 81.37% de los votos escrutados, el PP vencería en las elecciones municipales de Torrejón de Velasco con cuatro concejales, lo cual se traduciría en dos representantes menos que durante los pasados comicios en esta localidad. De acuerdo a los datos ofrecidos por el Ministerio del Interior, el partido de Génova habría conseguido la primera plaza gracias al 36,22% de los votos. En segunda posición estaría Vox (19,57%), con dos concejales; seguido del PSOE (19,04%), con dos; mientras que Vecinas y Vecinos de Torrejon de Velasco.honestidad y Trabajo y Cs ocuparían asientos en el Consistorio con dos y un representante, respectivamente. A las puertas del Salón de Plenos se quedaría Izquierda Unida Madrid en Pie, como ya ocurrió en los comicios anteriores, con un 0%."
316,Jun,31.72,PSOE | 49.5 | 6 | 0 && PP | 19.01 | 2 | 0 && Cs | 14.77 | 2 | <null> && I.U. | 13.89 | 1 | <null>,"Con un 31.72% de los votos escrutados, el PSOE-A triunfaría en las elecciones municipales de Jun con seis concejales, lo cual significaría una cantidad similar que en los anteriores comicios. Según la información ofrecida en este momento por el Ministerio del Interior, la formación socialista se habría hecho con un 49,5% de las papeletas que le serviría para estar por delante del PP, que con dos ediles lograría el mismo número que en las pasadas votaciones en el municipio; Cs, que con 14.77% de electores obtendría dos, 1 más que en la pasada cita; y Izquierda Unida - Jun Para la Gente, que con un 13,89% obtendría un representante. "
668,Vélez-Málaga,86.62,PP | 28.9 | 9 | 1 menos && PSOE | 20.51 | 7 | 1 menos && G.I.P.M.T.M. | 20.33 | 7 | <null> && AxSI | 6.6 | 2 | <null> && PODEMOS | 4.77 | 0 | <null> && Cs | 4.02 | 0 | <null> && I.U. | 3.88 | 0 | <null> && VOX | 3.68 | 0 | <null> && POR MI PUEBLO | 3.46 | 0 | <null> && GENTE DEMOCRÁTICA | 1.85 | 0 | <null>,"Con un 86.62% de los votos escrutados, el PP se impondría en las elecciones municipales de Vélez-Málaga con 10 concejales, lo que supondría el mismo número de representantes que durante los pasados comicios en esta localidad. Según la información ofrecida en este momento por el Ministerio del Interior, el partido de Génova se habría hecho con un 28,76% de las papeletas que le valdría para estar por delante del PSOE-A, que obtendría siete representantes, uno menos que en la pasada ocasión en esta localidad; GIPMTM, con seis, cuatro más que en los pasados sufragios; y AxSI, que con un 6,61% obtendría dos miembros del Ayuntamiento. Tal resultado dejaría sin representación a Podemos, opción elegida por el 4,79%; y a Cs, con un 3,98%."
2159,Moya,48.64,PSOE | 41.0 | 3 | 2 más && PP | 41.0 | 2 | 8 menos && Cs | 13.0 | 0 | <null>,"El PP sería la fuerza política más votada en Moya, al hacerse con 10 concejales cuando el recuento de las elecciones municipales llega al 48.64% de escrutinio, lo cual significaría el mismo número de representantes que durante la pasada edición de los comicios en esta localidad. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por la formación popular se correspondería con el 65,77% de los votos. El segundo puesto quedaría en manos del PSOE, que con tres ediles, obtendría dos más que en las anteriores votaciones en esta localidad. Peor suerte correrían CC-UxGC, que con un 5,34% no se sentaría en el Salón de Plenos; y Cs, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 4,02%."
5089,Corbera de Llobregat,67.4,ERC-AM | 34.14 | 7 | 3 más && PSOE | 25.7 | 5 | 1 más && Capgirem BCN - AMUNT | 16.08 | 3 | <null> && Cs | 8.7 | 1 | <null> && GIU | 5.75 | 1 | 0 && BARCELONA EN COMÚ-ECG | 4.86 | 0 | <null> && PP | 3.38 | 0 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 67.4%, ERC-AM vencería en Corbera de Llobregat con siete concejales, lo cual supondría tres representantes más que en los pasados comicios. De acuerdo a los datos ofrecidos por el Ministerio del Interior, Esquerra Republicana habría conseguido la primera plaza gracias al 34,14% de los votos. En segunda posición estaría PSC-U- M-CP (25,7%), con cinco concejales; seguido de CUP-Amunt (16,08%), con tres; mientras que Cs y GIU ocuparían asientos en el Ayuntamiento con uno y un representante, respectivamente. Tal resultado dejaría sin representación a Movem Corbera - En Comú Guanyem, opción elegida por el 4,86%; y al PP, con un 3,38%."
125,Medina-Sidonia,74.66,I.U. | 41.59 | 8 | <null> && PSOE | 41.07 | 7 | 1 más && Cs | 7.5 | 1 | <null> && PP | 6.91 | 1 | 0 && VOX | 1.99 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 74.66%, IU se impondría en Medina Sidonia con ocho concejales, lo cual supondría dos representantes menos que durante los anteriores comicios en esta localidad. Izquierda Unida habría obtenido un 41,59% de los votos, mientras que en segundo lugar aparecería el PSOE-A, que con siete concejales, obtendría uno más que en las anteriores votaciones en esta localidad; seguido de Cs, que se quedaría con un concejal (7,5%); y el PP, que conseguiría uno, con un 6,91%. El 1,99% alcanzado por Vox sería insuficiente para entrar en el concejo municipal."
1684,Teguise,57.28,CCa-PNC | 43.66 | 11 | 1 menos && PSOE | 26.58 | 7 | 4 más && PP | 8.05 | 2 | 1 más && PODEMOS EQUO | 6.33 | 1 | <null> && Cs | 4.56 | 0 | <null> && NC-FA | 3.13 | 0 | 0 && VOX | 2.63 | 0 | <null> && LAVA | 2.12 | 0 | <null> && UPLanzarote | 1.71 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 57.28%, CCa-PNC ganaría en Teguise con 11 concejales. La coalición de las islas habría logrado un 43,66% de los votos, mientras que en segundo lugar se situaría el PSOE, que con siete representantes, lograría cuatro más que en las anteriores votaciones en esta localidad; seguido del PP, que obtendría dos concejales (8,05%); y Lanzarote en Pie - Sí Podemos Podemos - Equo, que conseguiría uno, con un 6,33%. Peor suerte correrían Cs, que con un 4,56% no se sentaría en el Salón de Plenos; y Somos Lanzarote - Nueva Canarias - Frente Amplio, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 3,13%."
7246,Abadiño,26.63,EH Bildu | 38.99 | 5 | <null> && EAJ-PNV | 29.31 | 4 | 2 más && A.I. | 29.02 | 4 | 2 menos && PP | 1.63 | 0 | 0,"Con un 26.63% de los votos escrutados, EH Bildu se impondría en las elecciones municipales de Abadiño con cinco concejales, lo cual supondría el mismo número de asientos que durante la pasada edición de los comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la coalición de izquierda “abertzale” se haría con un 38,99% de los votos en juego, seguido de EAJ-PNV, con cuatro ediles (29,31% de los votos); y de AI, con cuatro asientos (29,02%). Fuera estaría el PP, como ya ocurrió en los comicios anteriores, al recabar un 1,63% de apoyos."
1720,"Orotava, La",38.32,CCa-PNC | 54.77 | 13 | <null> && PSOE | 23.32 | 5 | <null> && ASAMBLEA POR LA OROTAVA | 10.42 | 2 | <null> && PP | 6.51 | 1 | <null> && Cs | 3.94 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 94,33%, CCa-PNC vencería en La Orotava con 13 concejales. Según la información ofrecida en este momento por el Ministerio del Interior, la coalición de las islas se habría hecho con un 54,74% del electorado que le serviría para estar por delante del PSOE, que con cinco ediles lograría uno más que en las pasadas votaciones en esta localidad; Asamblea por la Orotava, con dos; y el PP, que con un 6,44% obtendría un representante. El 3,89% alcanzado por Cs sería insuficiente para entrar en el concejo municipal."
5966,Aceuchal,86.53,COPAC | 46.25 | 6 | 2 más && PP | 33.14 | 5 | 1 menos && PSOE | 17.8 | 2 | 1 menos && Cs | 2.07 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 86.53%, COPAC vencería en Aceuchal con seis concejales, lo cual significaría dos asientos más que en los pasados comicios. De acuerdo a los datos que se manejan hasta el momento, Compromiso por Aceuchal se haría con un 46,25% de los votos en juego, seguido del PP, con cinco ediles (33,14% de las papeletas); y del PSOE, con dos asientos (17,8%). El 2,07% alcanzado por Cs sería insuficiente para entrar en el concejo municipal."
1770,Cillorigo de Liébana,85.1,PP | 57.41 | 6 | 1 menos && P.R.C. | 25.25 | 2 | 0 && PSOE | 13.69 | 1 | 1 más && VxL.1 | 2.64 | 0 | <null>,"El PP sería la fuerza política más votada en Cillorigo de Liébana, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 85.1% de escrutinio, lo que supondría un representante menos que durante los pasados comicios en este municipio. El 57,41% de los votos le habría servido a la formación popular para superar al Partido Regionalista de Cantabria y al PSOE, que obtendrían dos (25,25%) y un edil (13,69%), respectivamente. Fuera estaría Vecinos por Liebana, como ya ocurrió en los comicios anteriores, al recabar un 2,64% de apoyos."
2130,Honrubia,50.52,PP | 65.37 | 7 | 2 más && PSOE | 24.6 | 2 | 2 menos && AECH | 8.51 | 0 | <null>,"Con un 50.52% de los votos escrutados, el PP ganaría las elecciones municipales de Honrubia con siete concejales, lo cual supondría un mejor resultado en la región que en los comicios anteriores, pues se traduce en dos representantes más. La formación popular se habría hecho con el 65,37% de los votos, porcentaje que le valdría para estar por delante del PSOE, que con dos representantes, lograría dos menos que en las pasadas votaciones en esta localidad, según los datos ofrecidos hasta el momento por el Ministerio del Interior. El 8,51% alcanzado por AECH sería insuficiente para entrar en el concejo municipal."
6080,Salvaleón,27.58,PSOE | 53.03 | 5 | 2 más && PP | 45.62 | 4 | 1 menos,"Con un 27.58% de los votos escrutados, el PSOE ganaría las elecciones municipales de Salvaleón con cinco concejales, lo que supondría un mejor resultado en la región que en los comicios anteriores, pues se traduce en dos asientos más. La organización de Ferraz habría logrado un 53,03% de los votos, mientras que en segundo lugar aparecería el PP, que se haría con cuatro representantes, uno menos que en la pasada ocasión en esta localidad. "
1779,Hazas de Cesto,76.74,P.R.C. | 40.02 | 4 | 1 menos && PP | 36.76 | 3 | 2 más && Cs | 13.24 | 1 | <null> && PSOE | 9.4 | 1 | 0,"Con un 76.74% de los votos escrutados, el Partido Regionalista de Cantabria ganaría las elecciones municipales de Hazas de Cesto con cuatro concejales, lo que se traduciría en un representante menos que durante los anteriores comicios en este municipio. Según la información ofrecida en este momento por el Ministerio del Interior, el Partido Regionalista de Cantabria se habría hecho con un 40,02% de las papeletas que le serviría para estar por delante del PP, que con tres ediles conseguiría dos más que en las pasadas votaciones en esta localidad; Cs, con uno; y el PSOE, que con un 9,4% obtendría un miembro del Ayuntamiento. "
5222,Sant Esteve de Palautordera,69.26,JUNTS | 47.98 | 6 | <null> && Capgirem BCN - AMUNT | 27.91 | 3 | <null> && ERC-AM | 20.0 | 2 | 0,"Con un 69.26% de los votos escrutados, Junts per Sant Esteve vencería en las elecciones municipales de Sant Esteve de Palautordera con seis concejales. De acuerdo a los datos que se manejan hasta el momento, la formación nacionalista se haría con un 47,98% de los votos en juego, seguido de Vallflorida Republicana - Cup - Alternativa Municipalista, con tres ediles (27,91% de los votos); y de ERC-AM, con dos asientos (20%). "
6110,Valle de la Serena,99.9,PSOE | 63.26 | 6 | 1 más && PP | 35.8 | 3 | 0,"El PSOE sería la fuerza política preferida en Valle de la Serena, al hacerse con seis concejales cuando el recuento de las elecciones municipales supera el 99.9% de escrutinio, lo cual supondría uno más que los registrados en la región durante los anteriores comicios. La organización de Ferraz habría logrado un 63,26% de los votos, mientras que en segundo lugar aparecería el PP, que con tres ediles conseguiría el mismo número que en las anteriores votaciones en el municipio. "
6646,Pontecesures,15.39,PP | 31.52 | 4 | 1 más && PSOE | 26.3 | 3 | 1 más && BNG | 18.0 | 2 | 0 && TEGA | 11.94 | 1 | 1 menos && I.P. | 10.61 | 1 | <null>,"El PP sería la fuerza política preferida en Pontecesures, al hacerse con cuatro concejales cuando el recuento de las elecciones municipales supera el 15.39% de escrutinio, lo que supondría uno más que los registrados en la región durante los pasados comicios. El partido de Génova habría obtenido un 31,52% de los votos, mientras que en la segunda plaza se situaría el PsdeG-PSOE, que con tres ediles lograría uno más que en las anteriores votaciones en esta localidad; seguido de BNG, con dos. Por detrás estarían Terra Galega, con un miembro del Ayuntamiento y un 11,94% de las papeletas; y IP, con uno y un 10,61%. "
4146,Vitigudino,44.89,PP | 39.2 | 4 | 1 más && PSOE | 32.24 | 4 | 2 menos && Cs | 18.45 | 2 | <null> && CONTIGO | 9.26 | 1 | <null>,"Cuando el escrutinio de las elecciones municipales registra un 44.89%, El PP sería la fuerza política más votada en Vitigudino a nivel porcentual, al hacerse con el 39,2% de los votos que, sin embargo, le procuraría cuatro concejales, los mismos que el PSOE pese a hacerse con un 32,24%. Por detrás de ellos aparecerían Cs, que se mantendría con dos representantes al hacerse con el 18,45%, y Contigo, con uno y un 9,26%. "
1733,Santa Úrsula,62.99,A.I.S.U. | 58.77 | 13 | 5 más && PP | 17.92 | 3 | 4 menos && PSOE | 7.18 | 1 | 0 && NC-FA | 4.45 | 0 | 1 menos && ADS | 4.13 | 0 | <null> && EQUO | 3.55 | 0 | 0 && Cs | 2.99 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 62.99%, AISU vencería en Santa Úrsula con 13 concejales, lo que significaría un mejor resultado en la región que en los pasados comicios, pues se traduce en cinco asientos más. Agrupacion Independiente de Santa Ursula acapararía un 58,77% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido tres ediles (17,92%); seguido del PSOE, con un 7,18% de las papeletas y un asiento. Tal resultado dejaría sin representación a Nca-AMF, opción elegida por el 4,45%; y a ADS, con un 4,13%."
1753,Argoños,12.92,PP | 62.42 | 6 | 0 && Cs | 14.14 | 1 | <null> && PSOE | 11.07 | 1 | 0 && P.R.C. | 11.07 | 1 | 1 menos,"Con un 12.92% de los votos escrutados, el PP se impondría en las elecciones municipales de Argoños con seis concejales, lo cual se traduciría en el mismo número de asientos que durante los pasados comicios en esta localidad. Gracias al 62,42% de los votos, la formación popular se habría impuesto a Cs, que con un edil ostentaría la segunda plaza por delante del Partido Regionalista de Cantabria, que perdería uno con respecto a los pasados sufragios; y el PSOE, que obtendría un representante. "
7498,Murillo de Río Leza,89.09,PSOE | 61.91 | 6 | 1 más && PP | 35.98 | 3 | 1 menos,"Con un 89.09% de los votos escrutados, el PSOE ganaría las elecciones municipales de Murillo de Río Leza con seis concejales, lo que significaría un asiento más que durante los pasados comicios en esta localidad. La formación socialista habría logrado un 61,91% de los votos, mientras que en segundo lugar aparecería el PP, que obtendría tres concejales, uno menos que en la pasada ocasión en esta localidad. "
6317,Torrejoncillo,93.97,PSOE | 49.92 | 6 | 1 más && PP | 48.92 | 5 | 1 menos,"El PSOE sería la fuerza política más votada en Torrejoncillo, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 93.97% de escrutinio, lo que se traduciría en uno más que los registrados en la región durante los pasados comicios. La organización de Ferraz habría obtenido un 49,92% de los votos, mientras que en segundo lugar aparecería el PP, que lograría cinco ediles, uno menos que en la pasada ocasión en este municipio. "
1423,Pina de Ebro,1.7,PP | 37.91 | 4 | 0 && PSOE | 31.67 | 4 | 1 más && CHA | 16.09 | 2 | 1 menos && PAR | 12.49 | 1 | <null>,"Cuando el escrutinio de las elecciones municipales registra un 1.7%, El PP sería la fuerza política más votada en Pina de Ebro a nivel porcentual, al hacerse con el 37,91% de los votos que, sin embargo, le procuraría cuatro concejales, los mismos que el PSOE pese a hacerse con un 31,67%. Por detrás de ellos aparecerían CHA, que perdería uno con respecto a los pasados sufragios al hacerse con el 16,09%, y el PAR, con uno y un 12,49%. "
6204,Galisteo,97.63,PSOE | 59.72 | 4 | 1 más && PP | 39.34 | 3 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 97.63%, el PSOE ganaría en Galisteo con cuatro concejales, lo que significaría un asiento más que durante los pasados comicios en esta localidad. La organización de Ferraz se habría hecho con el 59,72% de las papeletas, porcentaje que le valdría para estar por delante del PP, que se haría con tres representantes, uno menos que en la pasada ocasión en esta localidad, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
4921,Puebla de Sanabria,85.38,PSOE | 51.1 | 5 | 1 menos && PP | 46.07 | 4 | 1 más,"El PSOE sería la fuerza política más votada en Puebla de Sanabria, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 85.38% de escrutinio, lo cual significaría un asiento menos que durante los pasados comicios en esta localidad. Atendiendo a los datos que se tienen en este momento, la primera posición ocupada por la organización de Ferraz se correspondería con el 51,1% de los votos. El segundo puesto iría a parar al PP, que con cuatro representantes, conseguiría uno más que en las pasadas votaciones en esta localidad. "
